16
32
500
12,r
21,m
25,m
12,r
30,r
6,m
8,m
28,r
22,m
24,r
25,m
20,m
29,m
9,m
16,r
7,m
7,m
1,r
26,m
4,m
17,m
17,r
17,m
15,m
18,r
13,r
1,r
14,r
23,r
5,m
19,m
24,r
21,m
13,m
16,r
13,m
4,m
1,m
0,m
17,r
19,r
24,r
31,m
7,r
6,r
28,r
1,m
15,m
1,m
25,m
27,m
22,r
18,m
24,r
15,r
2,m
20,m
27,m
12,r
30,r
19,r
29,m
11,r
15,r
30,r
7,m
5,m
13,r
29,m
11,m
24,m
9,r
16,r
27,m
9,r
28,r
8,r
30,m
30,m
18,r
24,m
17,m
17,r
18,r
27,m
17,r
5,m
1,m
6,r
29,m
15,r
18,m
31,m
4,m
5,m
1,m
30,m
6,r
6,r
27,m
2,r
18,r
21,m
6,r
13,r
16,m
6,r
22,r
26,r
26,m
0,m
17,r
5,m
7,r
16,m
16,m
10,r
30,m
31,r
11,r
11,r
12,r
12,r
9,m
15,r
12,m
16,r
8,m
28,m
1,m
14,m
17,m
24,m
1,r
11,m
1,m
22,m
16,r
7,m
12,m
23,m
3,m
8,r
24,r
27,m
7,m
4,m
23,m
26,m
9,m
15,r
13,m
6,r
25,m
8,m
22,r
29,m
13,r
23,m
10,r
27,m
17,r
17,m
10,r
30,r
0,r
26,m
11,m
7,r
11,r
20,m
13,r
4,m
6,m
18,r
11,m
25,m
11,m
20,m
19,m
19,r
1,r
4,r
22,r
3,m
2,m
22,m
28,m
9,r
2,r
29,m
27,r
27,r
8,m
11,m
22,m
11,m
25,r
20,m
6,r
27,r
21,r
18,r
31,m
3,r
27,r
7,m
7,r
13,r
12,r
30,r
10,m
13,m
9,r
4,r
7,m
7,r
15,r
27,m
24,r
4,m
11,m
22,r
10,m
7,r
8,r
16,r
2,r
9,r
4,m
7,r
6,r
20,m
26,r
31,r
2,r
22,m
21,r
0,r
10,m
18,r
8,r
20,m
6,r
9,r
12,m
7,m
16,r
5,m
11,r
22,m
4,r
26,r
25,r
22,r
31,m
27,m
31,r
22,m
25,m
29,m
18,r
29,r
20,r
18,r
31,r
21,m
17,m
6,m
17,r
1,r
0,m
24,r
16,r
30,m
31,m
11,m
25,r
25,m
4,m
19,r
11,m
2,m
18,m
31,r
21,r
3,r
16,r
12,m
24,r
28,m
0,r
17,r
10,m
23,m
11,m
30,m
17,m
15,m
19,m
2,r
5,r
5,m
23,r
10,m
7,r
25,r
4,m
11,m
26,m
25,r
1,r
27,r
28,m
27,r
1,r
10,r
31,r
12,m
30,r
1,m
17,r
19,m
12,m
11,r
8,m
4,r
19,r
11,r
6,r
19,r
25,m
26,m
30,m
19,m
15,r
22,r
29,m
27,m
4,r
20,r
18,m
29,m
29,m
28,r
23,r
10,m
1,m
21,m
6,m
19,r
9,r
23,m
29,r
24,r
16,m
21,m
16,m
2,m
23,r
12,r
26,r
18,r
1,r
25,m
14,m
30,m
4,m
3,r
27,m
19,m
30,m
0,r
11,m
16,r
9,m
27,m
29,m
25,r
17,m
21,r
9,m
19,r
30,r
31,m
17,r
10,m
2,m
24,m
26,r
3,m
24,m
20,m
17,m
16,r
16,r
26,r
27,r
10,r
15,r
24,r
2,m
28,m
29,m
8,r
10,m
4,r
11,m
10,m
2,m
15,r
23,m
13,m
5,r
9,m
0,m
1,r
31,m
2,m
16,m
29,m
1,r
19,m
24,m
2,r
23,m
6,m
17,r
17,r
19,r
16,m
17,r
16,r
3,m
13,r
1,m
24,r
15,m
11,r
30,r
9,m
26,r
4,m
28,m
25,m
10,r
28,m
2,r
10,m
8,r
6,m
26,m
19,r
15,r
27,m
24,m
5,m
1,m
4,m
26,r
26,m
3,m
17,m
14,r
15,r
12,m
11,r
11,m
12,r
11,r
12,m
0,m
4,r
2,m
16,r
26,m
21,m
11,r
19,m
19,r
11,r
31,r
26,m
23,m
6,r
12,m
31,m
5,m
17,r
24,r
23,m
4,r
14,m
1,m
18,r
16,m
21,r
10,r
8,r
9,m
