16
128
500
78,r
69,r
114,m
55,r
48,r
102,m
86,r
11,m
21,m
38,r
6,r
62,r
115,m
51,m
71,m
38,r
72,m
51,r
72,m
26,r
60,r
38,m
107,r
93,r
62,m
34,r
35,m
95,m
29,m
52,r
71,m
47,m
122,r
88,m
59,m
41,r
29,r
102,r
107,m
45,m
18,m
9,r
120,r
55,r
80,m
114,m
81,m
92,m
49,r
32,m
50,r
92,m
92,m
82,m
94,m
102,m
119,m
126,r
92,r
47,r
90,m
39,r
14,m
31,m
69,r
74,r
51,r
78,m
14,m
13,r
119,r
80,r
92,r
77,r
16,r
111,r
116,m
91,m
116,m
71,m
19,m
78,r
8,m
50,r
104,r
94,m
84,m
79,m
60,r
59,m
94,r
112,r
118,m
60,r
36,m
72,m
30,r
38,m
0,r
88,m
96,r
73,m
108,r
91,m
116,m
87,m
84,r
75,m
15,r
125,m
104,m
32,r
24,m
54,m
77,m
87,m
33,r
53,m
22,m
89,m
89,m
69,r
20,r
52,r
2,r
108,m
44,r
101,r
126,r
4,m
53,m
34,m
32,m
1,r
61,r
13,m
50,r
95,r
66,r
108,r
22,m
40,m
26,r
88,m
5,m
66,r
46,m
6,m
121,r
83,m
42,m
107,m
45,r
105,m
86,r
126,r
14,r
119,m
18,m
120,m
91,r
81,m
72,r
69,r
6,m
60,m
56,r
12,r
12,m
28,r
37,m
94,m
13,r
41,r
34,m
28,r
120,r
113,r
48,r
31,r
90,r
116,m
106,m
71,r
85,m
50,m
93,r
47,m
74,r
89,m
73,r
60,m
52,r
100,m
54,m
124,r
12,r
75,m
42,m
49,r
90,m
109,r
39,r
35,m
57,m
125,r
23,m
114,r
119,r
72,m
63,r
62,m
73,m
41,m
12,r
51,m
40,r
111,r
109,m
53,m
84,r
67,m
109,r
124,m
86,m
86,m
43,r
0,m
36,m
65,r
101,r
117,m
53,m
79,m
109,r
84,r
7,r
123,m
55,m
51,m
93,r
103,r
21,r
78,r
14,m
22,m
28,r
90,m
39,m
24,r
104,m
114,r
49,m
105,r
45,r
36,r
109,m
114,r
10,m
52,r
71,r
46,m
43,r
87,m
55,r
16,r
114,r
99,r
16,m
120,r
50,r
123,m
52,r
68,m
8,m
73,m
3,m
39,m
7,r
60,r
0,r
111,m
55,m
74,m
37,m
51,m
9,m
10,r
24,m
41,r
117,r
74,m
32,r
46,m
32,m
30,r
85,r
90,r
89,r
45,m
62,m
92,m
33,r
34,m
72,m
103,r
91,m
39,m
32,r
72,r
1,r
100,r
101,r
72,m
113,m
28,m
20,m
18,m
93,r
46,r
0,r
107,r
101,r
90,r
7,r
94,m
71,m
97,r
67,r
48,r
104,r
97,r
33,m
17,m
51,r
89,m
18,m
114,r
109,r
62,r
31,m
19,m
28,m
0,m
78,r
25,r
37,r
56,r
100,m
112,m
9,m
35,m
94,m
94,m
54,m
115,m
71,m
92,m
26,r
35,m
104,r
103,r
109,r
89,m
40,r
74,m
57,r
64,r
76,m
65,r
42,m
120,m
123,m
91,r
11,r
104,m
72,r
39,r
79,m
53,m
66,r
52,m
63,m
98,m
66,r
36,m
45,m
119,m
66,m
54,m
27,m
78,r
34,r
12,m
6,r
30,m
45,r
64,m
78,m
123,r
115,r
9,m
118,r
98,m
107,r
87,m
84,r
103,r
42,m
45,m
105,r
16,m
24,m
60,m
124,r
126,m
55,m
116,r
11,r
49,m
22,m
98,r
61,r
115,m
82,m
112,r
88,m
43,r
105,m
87,m
97,m
93,r
81,m
11,m
91,r
102,r
25,m
46,m
85,m
39,m
106,m
95,m
85,r
86,m
111,m
86,r
55,r
99,m
70,r
93,r
43,r
87,r
105,m
65,m
108,m
42,r
123,r
3,r
120,r
65,r
26,m
61,m
102,r
61,m
41,r
55,m
80,m
110,m
126,m
11,m
75,m
12,r
16,r
2,r
99,r
34,m
110,r
125,m
119,r
83,r
35,r
56,m
72,m
54,m
115,r
7,m
38,m
25,m
117,r
30,m
90,r
13,r
15,m
127,m
34,m
67,r
19,m
106,r
116,r
50,m
